tweet_id,tweet,lang
102270211994034176,"@bulletos_ get outta my room,  crying & shit.  Its not funny -_-",en
101947933766856704,@take_aguess. :) when you going home I'm sick of you bullying me :(,en
108011015886741504,@KiaraNicoleex3 Stop Cyber Bullying me bye,en
100265719928848384,Soo FAT need to loose some weight then i might stop being bullied!!! :( Lets hope so! #NeverSayNever,en
106529515525767169,"@lachiedarby yeah, Mum came back all flushed? She really is, such a bully. #notmenopause!?",en
106388838099861504,Back at good old HRC tonight! time to bully @KatieHalliday haha,en
106881201767325696,@ClaudiaMaza bully,en
108097100981608448,#Krejcir State's case looking wobbly. Credibility issues with main witness urologist Marian Tupy who now claims he was bullied by state. MW,en
100278657901268992,"#summermemories @ODHiiipower mom bullying me ;,/",en
107611833703202816,@BarackOMamba the old host of bully beatdown,en
103039205495672832,leave Edski alone bully boy lol..... Thats his kevin n Perry get up!!! :P @rickyp1969 @vinylmasakist @acid_ash,en
105176468144922624,I have to confess now I deliberately bullied a poor little word to demonstrate that we must never change what we write to suit twitter etc,en
106218196939456512,@jlowrie12 I loves you.... :) and I was just called a bully via twitter.... ha!,en
106003451959451648,@CassieBronsWify nun un :/ no bully here I'm no tammi,en
104388616461094913,@So_Avant_Garde your a bully lmao,en
103719288115970049,Teachers bullied and abused on social networking sites http://t.co/GjF4gCS,en
100688177429360642,@Cleggy153 haha legend! But on the bright Side we can bully dom on here and he wont know!,en
102154099805523968,"My son is home from camp and had so much to talk about! Not to mention, he made a lot of friends and stood up to a cussing bully :O",en
107693059176796160,@smsmsmBoARyeo he too small ehhh..ppl all like to bully him..haizzzz..,en
106152840313061376,"I liked a @YouTube videofrom @eldiariodedross http://t.co/2poNRtY BULLYING, que hacer con",en
105228460926050305,"How to Stop The Cyber Bully - Early Warning Signs, Trust, Openness and Guidance http://t.co/Jpky9Ny",en
102392880030683136,@JaeseePong dont bully lobak !!!! xD,en
101740479141515264,"Bitches practically bullied me into going out tonight, good thing I get paid at midnight :p #looooooose",en
100576879228100609,Teacher sets up new charity to tackle anti-gay bullying  http://t.co/3GCzf1x,en
100960576779456513,Thank u all so much for the comments and support for our Anti-Bullying Awareness Campaign www.ispcc.ie,en
106226651477708801,sitting here crying watching #cyberbully lol im pathetic #judgeme,en
106287565178548224,"@sayyMiaa Lmao naw.. Nobody likes me, but thank you! You're nice too, when you're not trying to bully ppl",en
108228194213179393,bully beatdown is so fluke ........................ lol niggas be tapping out fast as shit,en
101519641423253504,So sick of being bullied :'( @chelsealudwig @alexanderludwig,en
100607317552267264,"@brandonjcarr yeah. I'm a social disaster. No talking to people. High fives, tweet-bullying and free sketches. Thats it.",en
101355390737973248,its funny cause the bullys think they are all tough and they end up getting their ass kicked in the cage,en
104374868975431681,mira bully @bullysteria http://t.co/6g5NyAD,en
107289676553007104,"i hate it when people get bullied, makes me so sad :'(",en
102459163208204288,That awkward moment when you realise your dad used to bully Snape. #Awkward #HarryPotter,en
101968744955383808,What to do when your kid's the bully http://dld.bz/zPhS,en
104347739097272323,#mtvGaga what advice would you give a monster who's being bullied? And how to end it(:,en
102328276634173441,Rebecca Black Quits Middle School After Bullying (Mashable) http://t.co/cKMwFPK,en
101949348434284544,#parents It takes Inner Strength to stand up on the issue of #school Bullying..but share that strength and pass it around 4 students.,en
104104297800794112,I hate when the smallest bitches try to bully the big girls O_o. U sure u wanna ride tht ride?,en
106113866781560832,"#NeverApologiseFor being an arrogant, bullying toerag. You'll both grow up and she'll marry you. Trust me.",en
108348059657838592,Spending the last 2 days in Edmonds has made me so nostalgic. I miss when all 6 of us lived under one roof and bullied eachother #goodtimes,en
106605537478721536,"Nowadays, #america jus be bullying for oil, that's #bushs fault tho, but we losing the war cuz of it",en
101367739192578048,@jpodhoretz there's a scene based on my Dad. The fight that goes on for 45 minutes and the guy is destroyed. My dad was the bully.,en
108455967766749184,@ItsSeanMcclam lol.. you bully :(,en
104639058256465921,“Thirsty Vagina Warriors is the name of my new girl band. My old girl band -- Bully Pulpit and the Trial Balloons -- broke up.”,en
103586838391947265,My Bully Is My Faternal Twin #Winning!,en
107101253061984256,As Real As It Gets: Bullying Victims Can Fight Back With Help From Brazilian Jiu-Jitsu Royalty | The http://t.co/UVRs24v,en
101504460248989698,No bigger pricks on the road than those who bully flustered L platers by tooting and tailgating. #gutlesswonders,en
101485692563099648,"Officials, teachers, students discuss bullying in Hartford - Meriden Record-Journal http://t.co/UCeTr4i",en
106382369937825792,"Seen bullying yet this year. Here are some tips for stopping it, for you and your kid. http://t.co/MV3l6Ap #fb",en
106171321460867072,@iAdoreDawsonx3 and the people thinks I'm crazy and bully me,en
107304989298393088,@TheJordaneers oi dont call him a dork ya bully :oP,en
102043784598142978,The Congressmen's & Senator's daughters that I went 2 Shenandoah Valley Academy with told me about their father's being bullied & threatened,en
108976690084052992,#ThingsWeNeedToChange Bullying :(,en
108596961548042240,"@MrMaxAdler got any wisdom for my fantasy football team, named the Bully Whips?",en
107920786299437056,Bully Offers Toronto Real Estate http://t.co/nEsbZvv,en
105389314569023488,@punketterocker it just causes people to be bullied and them to hate eachother.. There's really nothing good about it,en
102084451265298432,Bullying Climates at Schools May Be Linked With Lower Test Scores http://t.co/1EhJRHB #health,en
